RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Gardnerville Ranchos, NV",NV,3.3,3.03,3.58,5.5,6.97,7.71,7.43,7.16,6.42,5.78,5.6,5.41,4.59,3.94,3.12,2.39,3.39,4.5,6.24,6.06,5.23,5.14,4.22,3.85,3.67,3.76,4.77,5.87,7.89,8.35,8.99,9.27,8.9,8.26,7.98,8.07,8.62,8.81,9.08,9.54,10,9.91,9.36,8.53,8.44,8.72,9.45,9.72,9.82,9.63,9.17,8.17,6.61,6.51,6.7,7.61,7.52,7.34,7.06
"Tahlequah, OK",OK,4.13,3.85,3.39,4.59,4.95,6.7,7.25,7.16,6.42,6.24,6.88,7.71,7.61,4.5,2.2,1.19,1.93,3.49,5.05,5.69,6.51,5.6,4.68,3.76,3.67,3.3,3.58,2.84,4.04,5.32,8.07,8.81,9.27,8.72,7.34,5.96,5.41,5.14,5.78,6.79,8.35,8.99,9.36,9.54,9.17,9.45,8.9,8.44,7.06,6.06,5.5,6.61,7.52,7.8,7.98,8.17,9.08,8.53,8.62
"Madisonville, KY",KY,0.37,0.28,0.55,0.83,1.93,3.49,5.05,5.32,5.69,5.14,4.31,2.29,0.92,0.64,1.01,2.39,4.13,4.5,3.76,2.94,4.04,6.24,7.16,6.7,4.4,2.02,1.28,0.73,1.56,2.11,2.75,2.84,3.39,4.95,6.79,7.8,7.89,7.34,6.51,6.42,6.88,8.07,8.44,8.62,8.53,8.35,8.26,7.98,7.06,5.6,3.85,2.2,1.65,1.74,2.66,4.86,5.96,6.06,5.5
"Hillsdale, MI",MI,0.83,1.1,1.28,1.47,1.74,3.39,4.59,4.31,4.13,4.22,4.4,5.32,3.67,1.83,1.01,0.92,1.56,2.94,3.76,3.94,3.3,2.84,3.49,3.12,5.14,5.41,6.51,6.7,7.43,7.16,7.06,7.34,7.98,8.44,8.26,7.8,6.33,4.95,3.03,2.48,4.86,6.42,8.53,8.81,8.99,8.72,8.62,7.89,7.61,6.15,4.5,2.02,2.75,3.85,6.06,6.79,7.71,8.17,8.35
"Ponca City, OK",OK,8.72,6.61,3.76,2.39,1.74,2.2,4.68,8.99,9.27,8.17,6.33,6.06,5.96,4.86,3.39,2.94,3.67,4.95,6.7,6.79,8.81,9.63,10,9.82,7.98,3.85,2.02,1.38,1.28,1.93,3.03,7.06,8.44,7.8,5.78,5.41,6.24,6.42,5.32,4.5,4.4,4.59,5.23,4.22,3.3,4.77,6.97,8.53,6.51,3.58,2.66,2.29,2.11,2.57,2.75,4.13,5.87,8.9,9.17
"Red Wing, MN",MN,4.86,4.68,4.31,4.5,4.77,5.14,5.23,5.5,5.69,5.6,5.32,5.41,5.78,5.87,5.96,6.15,6.33,6.24,6.7,6.97,7.52,7.25,7.06,7.16,7.43,7.34,6.88,6.61,6.79,7.8,7.89,8.26,8.35,8.62,9.08,9.45,9.72,9.91,9.63,9.36,9.82,10,9.54,9.27,9.17,8.99,8.81,8.53,8.07,7.71,6.51,6.06,6.42,7.61,8.17,8.9,8.72,8.44,7.98
"Shawano, WI",WI,4.86,4.31,4.5,4.68,4.59,4.95,5.23,5.78,5.96,6.15,6.61,6.7,6.79,6.88,6.42,4.77,3.49,4.04,5.05,5.5,5.87,6.24,6.06,5.41,4.13,2.94,2.84,3.94,6.33,6.97,7.16,7.25,7.43,7.52,7.61,7.8,7.89,8.07,8.17,8.26,8.35,8.44,8.53,8.9,9.08,9.27,9.36,8.99,8.72,8.62,8.81,9.17,9.45,9.72,9.82,10,9.91,9.63,9.54
"Cedar City, UT",UT,1.47,2.57,1.1,2.75,1.56,2.66,2.84,2.94,4.04,5.05,5.96,5.5,4.86,6.61,8.53,8.9,8.81,7.89,7.98,6.97,7.06,6.7,7.25,7.43,5.6,3.39,1.19,2.48,3.21,3.76,3.58,4.95,7.16,8.26,7.52,6.51,6.88,7.71,8.07,6.15,5.41,5.32,6.79,7.61,8.17,8.44,8.72,6.33,5.14,3.3,4.5,3.03,3.12,2.29,4.59,5.87,6.42,6.06,6.24
"Bedford, IN",IN,3.39,4.22,5.32,5.6,5.05,4.13,4.68,5.69,5.5,5.78,5.23,4.04,2.84,3.03,2.57,3.3,3.21,4.31,4.5,4.59,4.4,4.77,6.51,6.97,7.61,6.88,6.33,4.95,3.76,3.49,4.86,5.96,6.42,6.24,6.06,6.61,7.16,7.52,7.34,7.43,7.71,8.17,8.99,9.91,9.72,9.82,9.45,9.63,9.08,9.54,9.36,9.27,8.9,8.72,8.35,8.07,8.62,9.17,10
"Gillette, WY",WY,7.16,8.62,8.9,8.99,8.81,8.72,8.35,8.17,7.89,7.71,7.98,8.26,7.25,5.23,2.57,1.38,2.2,3.58,5.05,4.95,4.31,1.56,0.28,0.09,0.18,0.46,2.75,1.83,1.65,1.93,1.74,1.19,0.83,0.55,0.37,0.64,0.73,0.92,1.01,1.1,2.02,3.67,6.06,6.7,7.34,6.97,6.79,6.15,5.6,5.14,3.94,4.22,5.32,6.33,7.06,7.52,8.07,8.53,8.44
"Newport, OR",OR,4.59,4.13,3.85,4.04,5.69,7.06,8.9,8.44,6.97,6.42,6.06,5.6,5.23,4.77,5.41,5.78,5.5,4.86,4.68,5.32,5.96,6.15,6.51,6.79,6.7,6.33,5.14,3.21,3.58,5.87,6.88,7.71,7.61,7.98,7.25,7.52,7.43,7.34,7.16,7.8,8.72,9.08,8.81,8.35,8.17,8.07,8.53,8.62,8.99,9.36,9.63,9.91,10,9.82,9.72,9.45,9.17,9.27,9.54
"Wapakoneta, OH",OH,4.22,2.84,1.83,1.38,1.56,2.02,3.12,3.39,3.03,2.57,3.21,4.31,6.06,6.24,5.96,5.05,3.94,3.49,3.58,4.86,5.87,6.42,6.7,6.79,7.16,7.25,6.97,6.51,7.06,7.34,8.72,8.26,7.98,7.8,9.08,9.82,9.63,8.44,7.61,8.53,9.45,10,9.91,9.72,9.54,9.27,8.07,7.52,7.43,8.17,9.17,8.81,7.89,7.71,8.35,8.62,8.9,8.99,9.36
"Bellefontaine, OH",OH,5.87,4.04,3.49,2.11,2.2,3.94,6.15,5.6,3.76,3.12,4.95,5.14,3.85,2.39,2.84,4.13,4.22,3.58,2.66,3.39,5.32,6.79,7.16,6.97,7.06,6.88,6.7,4.77,4.31,6.42,7.25,7.43,7.52,7.71,7.8,7.98,8.17,8.07,7.89,8.35,9.17,9.82,9.72,9.54,10,9.91,9.45,8.53,8.26,8.62,8.81,9.08,8.99,9.36,9.63,9.27,8.9,8.44,8.72
"McAlester, OK",OK,8.07,6.97,5.5,1.83,1.38,1.28,4.77,6.51,5.23,2.57,2.66,5.32,7.34,8.17,7.43,7.89,7.06,6.42,5.6,4.86,4.95,3.67,3.39,4.13,4.68,4.59,2.84,2.48,1.74,1.47,1.19,1.93,3.3,5.78,6.24,5.87,3.58,2.75,3.21,5.14,6.7,8.53,9.63,10,9.36,8.62,8.44,8.9,8.26,6.88,5.05,4.04,4.4,6.61,7.71,8.99,8.72,9.17,7.98
"Blackfoot, ID",ID,1.1,0.92,0.55,0.46,0.73,1.38,3.03,2.2,2.02,3.49,4.77,4.86,4.22,3.76,3.58,2.84,2.57,2.29,2.39,1.65,1.47,2.11,3.12,4.59,4.95,4.68,2.75,1.28,3.67,5.87,6.79,6.88,6.33,5.96,5.5,5.32,5.05,3.94,2.48,3.3,5.23,6.42,7.16,7.89,8.81,8.53,6.51,6.15,6.24,6.97,7.25,7.34,7.43,7.8,8.26,8.62,8.07,7.06,6.7
"Henderson, NC",NC,1.1,0.28,0.09,0.64,1.65,2.57,3.21,6.24,5.5,3.85,2.2,1.19,0.37,0.18,1.01,1.56,2.75,3.3,8.72,9.17,6.06,3.03,2.66,5.23,5.87,5.69,3.58,3.76,4.86,4.77,4.5,3.12,3.67,5.96,8.26,8.35,5.78,3.94,6.33,9.63,10,9.36,8.53,8.62,9.82,9.72,8.9,8.99,8.07,5.41,3.49,5.32,8.44,9.27,9.54,8.81,9.08,9.45,9.91
"Harrison, AR",AR,6.06,4.13,1.38,0.83,0.55,1.65,1.47,2.02,1.74,1.19,0.92,1.01,1.93,4.68,7.71,9.72,9.45,8.35,7.34,7.25,7.98,8.17,8.62,7.52,7.16,5.78,5.05,4.86,5.5,7.06,8.44,9.36,8.9,8.26,6.33,5.69,3.76,3.94,4.22,6.42,8.72,9.82,10,9.91,9.54,8.99,8.81,7.89,6.7,5.14,4.31,5.23,7.61,9.17,9.63,9.27,9.08,8.07,7.43
"Rolla, MO",MO,0.18,0.28,0.55,0.83,1.19,4.68,6.33,8.17,6.88,5.23,4.59,4.5,5.32,4.95,4.22,2.2,5.69,7.06,8.62,7.52,6.97,7.8,8.26,7.89,6.06,5.14,4.77,5.41,6.51,8.35,9.54,9.63,8.72,7.61,6.7,5.87,5.5,5.6,6.79,8.81,9.72,9.82,9.17,9.45,9.91,10,8.99,8.53,7.71,7.98,7.43,7.25,7.34,8.07,8.44,8.9,9.08,9.27,9.36
"Shelbyville, TN",TN,5.32,5.14,4.59,3.85,3.49,3.12,2.02,3.39,3.94,5.69,5.05,5.78,6.42,7.52,8.44,9.91,10,9.82,8.99,7.89,8.17,8.81,9.27,8.9,8.62,7.25,6.33,5.96,6.61,8.72,9.72,9.36,8.26,7.8,8.53,9.63,9.17,7.98,6.7,6.79,7.06,7.71,7.61,7.43,6.97,6.88,7.34,6.51,6.24,4.4,4.04,4.31,6.06,7.16,9.08,9.45,9.54,8.35,8.07
"Grand Rapids, MN",MN,2.48,2.11,0.55,0.28,2.2,3.94,4.77,2.02,0.92,0.64,1.1,1.56,1.65,1.28,1.93,2.84,3.21,1.74,1.19,0.46,0.83,0.73,1.83,2.94,3.85,3.49,3.58,4.13,5.41,5.87,5.5,5.6,5.23,5.14,4.95,5.05,4.31,4.22,4.4,5.96,7.43,8.53,8.26,7.16,7.25,7.34,7.52,7.61,7.71,8.35,8.99,9.27,9.08,8.72,8.44,8.07,7.89,7.8,8.62
"Duncan, OK",OK,7.16,7.43,8.07,8.53,8.81,8.9,8.72,8.62,8.35,7.52,7.61,6.7,5.87,4.59,4.68,5.14,4.4,4.31,5.05,5.41,4.13,2.84,1.01,0.83,0.28,1.38,1.1,2.29,2.75,4.22,3.3,4.04,3.76,4.86,4.95,5.5,4.5,3.49,5.6,5.23,5.96,3.67,5.69,6.15,6.42,3.39,2.94,2.57,2.39,2.02,0.92,0.64,0.55,1.65,1.19,1.28,0.73,2.11,2.48
"Marion, NC",NC,6.88,8.17,9.45,8.99,8.81,7.34,7.25,4.86,7.06,4.5,3.58,2.66,3.12,6.79,6.97,6.33,2.39,1.01,1.93,1.1,0.46,0.09,0.28,0.55,0.83,0.73,1.83,0.18,5.5,7.61,9.17,9.27,8.53,7.71,6.06,5.14,5.32,7.43,8.26,9.36,9.72,9.54,9.08,8.72,8.62,8.44,8.07,7.98,7.89,7.8,7.16,6.51,7.52,8.9,10,9.91,9.82,9.63,8.35
"Pullman, WA",WA,4.31,3.58,3.12,3.94,6.06,6.61,6.15,3.85,3.67,4.68,3.3,2.39,2.02,1.47,1.01,1.28,2.29,5.69,6.51,6.88,6.7,6.33,4.77,3.21,3.76,5.23,5.05,2.94,2.84,3.39,5.41,5.87,5.96,6.79,7.43,7.61,6.97,5.5,2.75,5.6,7.34,8.99,8.9,8.62,8.44,7.89,7.71,7.25,7.06,7.16,7.52,7.8,8.26,8.72,8.81,8.53,8.17,7.98,8.35
"Thomasville, GA",GA,3.12,2.39,1.47,0.83,0.73,1.1,2.48,3.94,6.42,7.25,7.8,7.43,6.61,5.78,4.5,2.75,2.84,4.4,5.87,6.33,6.79,6.97,5.96,4.04,2.2,2.66,4.13,3.3,4.22,4.59,6.7,7.06,8.35,9.54,9.36,8.44,7.89,8.07,8.26,8.62,9.17,9.45,9.08,8.53,8.17,7.52,6.88,5.23,2.57,1.93,3.85,6.15,7.98,8.81,9.63,8.72,7.61,7.16,7.34
"Bemidji, MN",MN,2.11,1.38,0.92,0.18,0.46,0.37,0.64,0.83,1.19,0.73,1.1,1.01,1.28,1.47,1.74,2.2,3.67,4.13,4.22,2.94,2.48,2.66,2.84,2.75,3.12,4.4,4.59,4.77,5.23,5.6,5.69,5.32,5.05,4.68,4.95,5.41,5.5,3.3,1.65,0.28,0.09,0.55,1.56,3.85,3.76,3.58,4.31,4.04,3.94,4.5,4.86,5.78,5.87,6.06,5.96,6.15,6.33,6.51,6.42
"Mount Sterling, KY",KY,6.06,4.04,1.93,0.46,0.37,1.01,1.83,2.11,1.38,1.28,0.64,0.83,0.28,1.47,2.02,3.58,3.76,4.59,5.69,7.16,7.06,5.87,5.05,4.68,3.85,2.84,3.49,4.13,4.86,5.5,6.88,7.71,8.17,9.08,9.45,9.72,9.27,8.99,6.42,5.6,4.95,8.07,9.54,9.91,9.82,8.81,6.51,5.23,5.78,6.33,7.43,5.14,4.22,4.4,5.96,8.72,8.62,8.35,8.44
"Ottumwa, IA",IA,6.61,5.69,4.86,5.14,6.24,9.08,9.45,9.72,6.79,4.95,4.59,6.7,7.25,7.16,5.6,4.77,4.5,4.4,5.78,5.41,6.33,5.32,6.06,5.87,6.88,7.71,8.26,8.35,8.81,9.63,9.54,9.91,8.44,8.53,7.98,8.62,8.17,6.42,5.5,5.96,8.07,7.43,7.52,6.97,8.99,7.8,7.34,5.05,5.23,7.61,7.89,9.27,7.06,8.9,9.82,10,9.36,8.72,9.17
"Pahrump, NV",NV,4.04,5.41,6.7,6.61,5.69,4.68,4.5,5.6,8.35,9.17,6.24,4.22,2.57,1.83,1.38,0.92,1.1,1.01,1.65,1.74,2.75,2.29,1.56,0.55,0.37,0.18,0.28,0.09,0.46,1.28,4.4,5.96,6.79,7.52,7.89,8.99,8.44,8.62,8.9,9.45,9.82,10,9.91,9.72,9.36,9.08,8.53,8.72,7.43,5.32,3.76,2.94,2.84,3.58,3.12,4.13,3.03,3.67,3.85
"Menomonie, WI",WI,3.49,3.12,2.02,1.01,0.73,1.93,3.67,5.41,4.95,4.4,3.76,4.22,3.21,1.83,0.92,1.38,2.48,3.39,4.68,5.5,5.6,6.15,5.87,5.23,4.13,2.94,2.57,2.66,3.94,5.32,6.88,7.16,7.43,8.35,8.9,8.72,7.25,5.14,3.85,3.3,5.05,6.79,7.89,8.07,7.98,7.8,8.53,8.62,8.44,7.61,7.34,6.97,7.06,7.52,8.99,9.08,8.81,8.26,7.71
"Bucyrus, OH",OH,3.94,2.11,2.84,3.12,2.29,1.38,1.47,3.3,5.32,5.96,4.86,4.13,3.58,4.22,4.31,4.5,3.39,1.83,2.02,2.39,3.85,3.76,4.4,5.41,5.05,3.49,2.2,1.65,1.74,2.57,4.68,6.88,8.07,7.98,7.34,6.97,7.89,8.53,8.17,7.25,6.24,5.87,6.42,7.52,8.72,8.81,8.26,8.44,8.62,7.61,6.79,6.33,6.51,7.06,8.99,9.27,9.36,9.17,9.08
"Bardstown, KY",KY,1.74,2.75,2.48,2.39,1.38,1.1,1.47,2.66,3.49,3.21,3.03,2.29,1.93,1.83,1.56,2.11,2.84,3.39,3.58,3.94,4.22,4.95,4.77,5.05,3.76,3.3,3.12,3.67,4.04,5.23,4.68,5.32,4.5,4.86,5.69,6.42,6.79,6.97,6.51,5.78,5.87,6.33,6.88,7.16,7.25,7.06,6.7,6.06,5.6,5.41,5.96,6.24,6.61,6.15,5.14,4.13,4.31,4.4,4.59
"Cornelia, GA",GA,5.69,7.34,7.61,7.52,7.8,7.06,5.5,4.04,3.3,2.57,3.03,4.31,5.32,5.96,5.14,3.67,3.12,3.76,5.23,6.7,7.98,7.16,6.61,5.87,6.24,6.42,6.15,5.41,4.95,5.6,6.33,7.71,8.07,8.72,8.81,8.44,8.26,7.43,8.35,7.89,8.99,9.63,10,9.72,9.45,9.91,9.82,9.54,9.17,9.27,9.08,8.9,8.53,8.17,6.88,6.97,7.25,8.62,9.36
"Big Rapids, MI",MI,4.59,4.13,5.69,5.05,5.23,5.87,8.35,8.9,8.17,6.7,5.78,6.15,5.6,5.41,3.49,3.85,0.92,1.74,1.47,4.31,2.57,3.03,2.48,2.29,1.83,2.02,2.2,2.84,4.86,6.51,6.97,6.79,7.25,7.43,7.71,7.8,7.61,7.34,7.16,8.07,8.62,9.45,9.91,10,9.82,9.36,9.08,8.81,9.27,8.99,8.53,7.98,8.26,8.44,8.72,9.17,9.54,9.72,9.63
"Alma, MI",MI,0.64,0.18,0.28,0.55,0.09,0.46,0.37,0.73,0.83,1.19,1.65,1.47,1.38,1.28,1.01,0.92,1.56,1.93,3.03,3.39,4.4,5.23,4.59,4.5,3.49,2.84,2.39,1.83,1.74,2.02,2.57,2.66,2.94,2.48,2.75,2.29,3.67,3.76,4.13,3.94,4.77,5.5,5.6,5.69,5.78,6.06,6.33,6.7,6.61,6.51,6.24,6.15,5.96,6.42,6.97,7.16,7.06,6.79,6.88
"Seymour, IN",IN,1.47,3.39,4.5,3.12,2.75,3.67,5.78,6.51,6.33,5.5,6.06,5.87,6.79,5.96,5.14,3.3,1.74,2.02,3.85,6.88,7.52,6.7,5.32,4.86,4.68,4.13,4.04,4.77,7.16,7.98,7.89,7.71,7.8,7.43,6.61,5.05,5.23,5.41,6.97,7.25,8.53,8.9,9.27,9.54,9.45,9.17,8.99,8.81,8.44,8.26,8.17,8.62,9.08,9.36,9.63,9.72,9.82,10,9.91
"Willmar, MN",MN,7.71,7.16,4.77,1.74,0.64,1.93,4.95,6.88,6.15,5.69,5.41,5.6,4.59,3.03,1.56,2.48,3.94,5.23,5.87,6.42,6.33,6.24,6.06,5.05,3.85,2.2,1.47,1.28,3.21,5.14,6.97,7.06,7.34,7.52,8.07,8.26,7.8,6.61,4.5,2.29,4.31,6.51,8.44,8.81,8.9,8.17,7.98,7.89,7.61,7.25,5.78,4.04,1.1,2.11,5.32,8.35,8.72,8.53,8.62
"Auburn, IN",IN,1.65,2.39,2.94,2.29,1.93,1.28,3.67,4.86,5.32,5.23,5.5,5.69,5.96,5.87,5.78,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.79,7.06,6.7,6.97,6.88,7.25,7.16,7.43,7.34,7.52,7.61,7.71,7.89,7.8,8.07,8.35,8.44,7.98,8.26,8.17,8.53,8.62,8.72,8.81,8.9,9.08,8.99,9.17,9.27,9.45,9.36,9.63,9.91,10,9.82,9.72,9.54
"Paragould, AR",AR,3.94,2.39,1.83,0.46,0.73,0.18,0.09,0.37,0.55,1.19,1.28,1.01,0.83,2.2,2.02,3.67,2.57,3.21,2.29,2.94,1.93,3.12,4.5,6.24,6.7,7.06,7.8,7.98,8.9,9.08,9.72,9.82,10,9.91,9.36,8.07,7.52,7.25,6.51,7.43,8.35,9.54,9.45,9.17,8.81,8.26,8.44,8.53,8.99,9.27,9.63,8.62,7.89,6.88,7.16,7.34,7.61,8.17,8.72
"Lawrenceburg, TN",TN,5.32,5.14,4.13,3.12,1.65,1.56,3.03,4.95,6.15,6.97,6.88,6.79,6.24,4.77,3.85,2.66,1.74,1.83,2.94,3.67,4.4,5.6,7.06,7.71,7.43,5.23,2.84,2.2,3.49,7.16,9.45,10,9.91,9.82,9.72,9.63,9.17,8.72,7.61,7.34,7.52,8.81,9.36,9.27,8.99,7.98,8.26,8.44,8.07,6.06,4.5,5.41,7.89,9.54,9.08,8.9,8.17,8.53,8.35
"Alexander City, AL",AL,0.37,0.46,0.55,1.19,1.56,2.2,4.22,6.42,3.12,2.29,1.83,2.84,2.48,3.21,3.76,5.96,6.61,6.97,7.34,6.7,4.5,2.39,2.75,4.68,5.5,4.4,2.94,2.11,3.49,5.32,6.88,6.24,6.15,4.95,5.78,5.87,4.59,3.94,2.57,3.67,6.06,7.25,9.17,9.54,9.72,9.27,8.53,8.17,7.89,7.71,7.43,7.52,7.8,7.98,8.26,8.35,8.81,8.9,8.07
"Mountain Home, AR",AR,4.59,3.85,3.03,1.83,0.73,1.1,1.74,3.21,2.39,2.02,1.65,1.56,1.19,1.01,0.55,0.83,1.38,2.29,4.4,5.23,5.78,5.87,6.15,6.97,7.43,6.7,5.6,5.05,4.31,4.95,5.14,5.69,5.32,4.22,3.49,3.39,3.67,3.76,2.57,2.11,2.48,5.41,7.52,7.89,7.98,7.71,7.16,6.51,6.88,7.06,6.61,6.24,6.06,6.33,6.79,7.34,7.61,7.8,8.35
"Cedartown, GA",GA,7.34,6.97,4.95,4.5,3.76,5.78,5.41,4.22,2.57,2.11,2.29,2.39,1.74,1.38,0.55,0.37,0.18,1.01,1.83,3.3,5.05,5.6,6.51,6.7,7.16,5.87,4.68,3.85,4.4,6.24,7.52,8.53,8.99,8.62,8.35,7.71,7.61,7.43,7.98,8.44,8.9,9.36,9.63,9.82,10,9.91,9.72,9.45,8.26,7.25,7.8,8.17,9.27,9.17,9.54,9.08,8.81,8.07,8.72
"Port Clinton, OH",OH,5.96,6.15,6.24,5.69,4.5,3.85,5.05,6.06,5.87,4.77,2.66,2.84,3.03,4.13,2.2,0.92,0.37,0.46,1.01,1.28,1.93,2.75,4.59,5.6,5.5,5.41,6.51,7.25,7.52,7.34,6.97,7.06,7.43,7.89,8.07,7.8,7.98,7.61,8.17,8.26,8.35,8.44,8.62,9.08,9.63,9.17,9.27,8.99,8.72,8.81,8.53,9.36,8.9,9.54,9.45,9.82,9.72,9.91,10
"El Campo, TX",TX,6.97,5.5,3.67,3.12,6.24,9.36,9.91,8.35,7.8,8.26,8.81,8.9,6.06,3.76,0.46,0.09,0.18,2.75,7.98,9.82,9.45,8.53,7.16,6.88,4.68,3.85,1.65,3.39,4.22,5.05,5.69,6.79,7.06,8.17,9.17,8.99,7.43,4.86,4.95,5.78,6.42,6.61,7.34,8.44,9.54,10,8.72,7.61,7.71,9.63,9.72,7.89,5.96,5.14,7.25,8.07,9.08,9.27,8.62
"Montrose, CO",CO,1.38,1.19,0.55,0.83,1.01,2.66,3.67,5.05,5.32,5.78,5.41,4.4,2.2,0.64,0.28,0.37,0.92,2.02,3.39,4.86,6.42,6.88,6.33,4.5,3.76,3.94,4.59,6.24,7.16,7.98,7.61,7.34,7.25,6.61,5.96,4.77,4.68,5.23,6.51,8.07,8.35,8.62,8.72,8.44,8.26,8.17,7.89,7.71,7.06,6.79,6.06,6.7,5.6,5.69,5.5,6.97,7.52,7.43,5.87
"Ellensburg, WA",WA,2.84,3.12,4.13,5.23,4.86,4.31,3.58,4.22,3.94,4.5,4.68,5.69,5.96,5.6,4.77,5.14,6.61,7.43,7.71,7.34,7.25,7.16,6.79,5.87,5.41,5.78,6.15,6.97,6.88,7.61,7.89,8.72,9.36,9.45,9.54,9.17,9.27,9.63,9.82,10,9.91,9.72,8.53,8.07,7.98,8.62,8.99,8.9,8.26,7.8,7.06,6.33,6.7,7.52,9.08,8.81,8.35,8.17,8.44
"Sandpoint, ID",ID,3.67,2.75,2.84,3.58,4.31,4.22,4.04,3.76,3.94,3.3,3.39,3.03,3.21,2.94,2.66,3.12,4.59,5.96,6.61,6.24,6.06,5.87,5.78,5.69,5.14,5.6,5.23,4.77,4.5,5.05,6.15,6.7,7.16,7.34,7.52,7.06,6.88,6.79,7.25,7.61,8.72,8.81,8.9,8.62,8.44,8.17,7.89,8.26,8.35,7.71,6.97,6.42,5.41,5.5,6.33,7.43,8.07,7.98,7.8
"Celina, OH",OH,3.85,2.66,2.48,4.13,6.06,7.89,7.34,6.15,4.86,2.94,2.02,2.39,3.58,4.77,4.22,4.4,4.59,5.69,6.42,7.98,8.81,8.9,8.72,7.43,6.24,5.78,5.96,6.33,6.7,6.97,6.88,7.8,8.62,8.99,8.35,8.07,7.25,8.26,7.71,9.36,8.53,7.52,7.06,8.17,9.63,9.27,9.08,8.44,7.16,5.5,5.23,5.05,6.51,7.61,9.54,9.72,9.91,10,9.82
"Marshalltown, IA",IA,5.41,6.06,7.06,7.25,6.7,4.68,3.58,3.85,5.05,5.69,5.87,5.78,5.5,4.59,3.3,2.66,3.21,5.23,6.15,6.61,6.33,6.24,6.51,6.79,7.16,7.34,8.26,8.99,8.9,8.07,7.8,8.44,9.36,9.82,9.54,8.72,7.89,6.88,6.42,5.96,6.97,7.98,9.45,9.08,8.81,7.71,7.43,7.52,7.61,8.35,8.62,8.17,8.53,9.63,10,9.91,9.72,9.17,9.27
"West Plains, MO",MO,4.22,4.04,2.57,2.29,2.11,1.93,2.75,4.13,5.96,6.06,4.95,2.02,1.01,0.73,0.37,0.28,0.09,0.92,1.65,3.39,2.39,1.56,1.19,1.83,2.66,3.94,3.58,3.67,3.12,2.84,2.94,3.21,3.76,4.4,4.77,4.86,3.85,1.74,1.1,0.55,0.46,1.28,3.03,6.33,6.88,6.97,6.79,5.41,4.31,2.2,2.48,3.3,4.68,5.32,5.5,6.61,6.24,6.15,5.78
"Cullowhee, NC",NC,3.49,3.21,3.67,5.32,7.71,8.26,7.52,6.51,5.23,6.06,6.61,6.42,5.05,3.76,3.12,2.84,2.57,2.29,1.83,1.93,2.02,2.2,2.39,2.66,2.94,3.3,3.39,3.85,4.5,5.87,5.96,5.6,5.69,5.78,4.22,4.77,6.79,9.27,9.72,9.91,10,9.82,9.63,9.36,9.08,8.81,8.72,8.35,7.8,7.43,7.25,6.97,7.34,8.9,9.45,9.54,9.17,8.53,7.89
"Riverton, WY",WY,3.21,3.67,5.5,6.61,7.8,7.16,6.24,5.41,5.69,5.78,3.85,1.65,0.28,0.37,1.01,1.93,2.48,2.84,2.75,3.03,1.28,0.83,0.92,2.57,4.86,5.05,4.22,3.49,2.02,1.74,1.38,1.1,0.64,0.55,0.73,1.19,1.47,2.11,2.2,2.29,1.83,3.3,4.13,5.87,6.88,8.81,8.9,8.26,7.52,6.7,5.32,3.39,2.94,2.39,3.76,5.23,7.34,6.97,6.33
"Tifton, GA",GA,2.57,2.48,2.02,2.39,2.29,4.95,6.88,8.35,8.17,7.8,6.79,6.61,6.7,5.23,1.74,0.83,0.64,1.28,3.21,6.24,5.41,6.42,6.51,7.71,7.52,7.61,6.06,4.77,4.86,7.06,8.07,8.62,8.81,8.99,8.53,7.89,7.16,8.26,8.72,8.9,9.27,9.36,9.54,9.45,9.08,7.43,5.6,5.96,7.34,4.59,3.58,2.66,7.98,9.17,9.72,10,9.91,9.82,9.63
"Urbana, OH",OH,3.67,2.84,2.39,2.66,3.85,4.4,4.77,4.68,5.32,5.6,6.42,7.06,6.7,6.51,5.5,5.96,6.33,5.69,4.86,4.95,5.78,6.24,6.06,4.59,5.14,5.23,6.97,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.89,8.62,8.9,9.36,9.17,8.99,9.27,9.63,9.91,10,9.82,9.72,9.54,9.45,9.08,8.81,8.53,8.72,8.35,8.44,7.98,8.26,8.17,8.07,7.8
"Berlin, NH",NH,3.58,4.5,4.59,4.95,5.5,6.51,6.61,6.06,5.32,4.77,4.68,4.31,3.85,2.39,2.57,3.03,3.3,2.48,4.04,5.05,5.87,6.24,6.42,5.96,5.69,5.78,5.41,4.4,3.67,5.14,6.33,6.97,6.79,6.7,6.88,7.34,7.52,7.61,7.8,8.44,7.71,7.16,7.25,8.17,9.17,9.82,8.99,9.08,8.53,8.9,8.07,7.89,8.26,8.81,9.54,9.72,9.91,9.63,9.45
